Edad simple;Sexo;Provincias;Periodo;Total
Todas las edades;Total;38 Santa Cruz de Tenerife;1 de enero de 2016;1.003.542
Todas las edades;Total;38 Santa Cruz de Tenerife;1 de enero de 2015;1.003.741
Todas las edades;Total;38 Santa Cruz de Tenerife;1 de enero de 2014;1.003.299
Todas las edades;Total;38 Santa Cruz de Tenerife;1 de enero de 2013;1.001.461
Todas las edades;Total;38 Santa Cruz de Tenerife;1 de enero de 2012;996.877
Todas las edades;Total;40 Segovia;1 de enero de 2021;153.626
Todas las edades;Total;40 Segovia;1 de enero de 2020;153.641
Todas las edades;Total;40 Segovia;1 de enero de 2019;153.571
Todas las edades;Total;40 Segovia;1 de enero de 2018;153.983
Todas las edades;Total;40 Segovia;1 de enero de 2017;154.854
Todas las edades;Total;40 Segovia;1 de enero de 2016;155.991
Todas las edades;Total;40 Segovia;1 de enero de 2015;157.578
Todas las edades;Total;40 Segovia;1 de enero de 2014;158.798
Todas las edades;Total;40 Segovia;1 de enero de 2013;161.205
Todas las edades;Total;40 Segovia;1 de enero de 2012;162.937
Todas las edades;Total;41 Sevilla;1 de enero de 2021;1.950.056
Todas las edades;Total;41 Sevilla;1 de enero de 2020;1.947.848
Todas las edades;Total;41 Sevilla;1 de enero de 2019;1.941.191
Todas las edades;Total;41 Sevilla;1 de enero de 2018;1.938.007
Todas las edades;Total;41 Sevilla;1 de enero de 2017;1.936.735
Todas las edades;Total;41 Sevilla;1 de enero de 2016;1.935.590
Todas las edades;Total;41 Sevilla;1 de enero de 2015;1.935.135
Todas las edades;Total;41 Sevilla;1 de enero de 2014;1.934.058
Todas las edades;Total;41 Sevilla;1 de enero de 2013;1.935.023
Todas las edades;Total;41 Sevilla;1 de enero de 2012;1.932.573
Todas las edades;Total;42 Soria;1 de enero de 2021;88.796
Todas las edades;Total;42 Soria;1 de enero de 2020;89.302
Todas las edades;Total;42 Soria;1 de enero de 2019;89.008
Todas las edades;Total;42 Soria;1 de enero de 2018;89.329
Todas las edades;Total;42 Soria;1 de enero de 2017;89.614
Todas las edades;Total;42 Soria;1 de enero de 2016;90.460
Todas las edades;Total;42 Soria;1 de enero de 2015;91.454
Todas las edades;Total;42 Soria;1 de enero de 2014;92.374
Todas las edades;Total;42 Soria;1 de enero de 2013;93.373
Todas las edades;Total;42 Soria;1 de enero de 2012;94.463
Todas las edades;Total;43 Tarragona;1 de enero de 2021;823.435
Todas las edades;Total;43 Tarragona;1 de enero de 2020;815.746
Todas las edades;Total;43 Tarragona;1 de enero de 2019;803.528
Todas las edades;Total;43 Tarragona;1 de enero de 2018;795.919
Todas las edades;Total;43 Tarragona;1 de enero de 2017;793.077
Todas las edades;Total;43 Tarragona;1 de enero de 2016;792.163
Todas las edades;Total;43 Tarragona;1 de enero de 2015;793.272
Todas las edades;Total;43 Tarragona;1 de enero de 2014;795.485
Todas las edades;Total;43 Tarragona;1 de enero de 2013;802.724
Todas las edades;Total;43 Tarragona;1 de enero de 2012;806.904
Todas las edades;Total;44 Teruel;1 de enero de 2021;134.259
Todas las edades;Total;44 Teruel;1 de enero de 2020;134.085
Todas las edades;Total;44 Teruel;1 de enero de 2019;134.025
Todas las edades;Total;44 Teruel;1 de enero de 2018;134.449
Todas las edades;Total;44 Teruel;1 de enero de 2017;135.324
Todas las edades;Total;44 Teruel;1 de enero de 2016;136.377
Todas las edades;Total;44 Teruel;1 de enero de 2015;137.871
Todas las edades;Total;44 Teruel;1 de enero de 2014;139.470
Todas las edades;Total;44 Teruel;1 de enero de 2013;141.092
Todas las edades;Total;44 Teruel;1 de enero de 2012;142.918
Todas las edades;Total;45 Toledo;1 de enero de 2021;710.400
Todas las edades;Total;45 Toledo;1 de enero de 2020;704.792
Todas las edades;Total;45 Toledo;1 de enero de 2019;696.390
Todas las edades;Total;45 Toledo;1 de enero de 2018;691.124
Todas las edades;Total;45 Toledo;1 de enero de 2017;691.021
Todas las edades;Total;45 Toledo;1 de enero de 2016;691.787
Todas las edades;Total;45 Toledo;1 de enero de 2015;694.329
Todas las edades;Total;45 Toledo;1 de enero de 2014;697.605
Todas las edades;Total;45 Toledo;1 de enero de 2013;703.566
Todas las edades;Total;45 Toledo;1 de enero de 2012;705.583
Todas las edades;Total;46 Valencia/València;1 de enero de 2021;2.593.243
Todas las edades;Total;46 Valencia/València;1 de enero de 2020;2.584.654
Todas las edades;Total;46 Valencia/València;1 de enero de 2019;2.554.332
Todas las edades;Total;46 Valencia/València;1 de enero de 2018;2.542.923
Todas las edades;Total;46 Valencia/València;1 de enero de 2017;2.531.673
Todas las edades;Total;46 Valencia/València;1 de enero de 2016;2.526.469
Todas las edades;Total;46 Valencia/València;1 de enero de 2015;2.528.776
Todas las edades;Total;46 Valencia/València;1 de enero de 2014;2.531.628
Todas las edades;Total;46 Valencia/València;1 de enero de 2013;2.548.936
Todas las edades;Total;46 Valencia/València;1 de enero de 2012;2.562.514
Todas las edades;Total;47 Valladolid;1 de enero de 2021;519.380
Todas las edades;Total;47 Valladolid;1 de enero de 2020;520.904
Todas las edades;Total;47 Valladolid;1 de enero de 2019;520.483
Todas las edades;Total;47 Valladolid;1 de enero de 2018;520.930
Todas las edades;Total;47 Valladolid;1 de enero de 2017;522.985
Todas las edades;Total;47 Valladolid;1 de enero de 2016;524.669
Todas las edades;Total;47 Valladolid;1 de enero de 2015;527.199
Todas las edades;Total;47 Valladolid;1 de enero de 2014;528.486
Todas las edades;Total;47 Valladolid;1 de enero de 2013;530.848
Todas las edades;Total;47 Valladolid;1 de enero de 2012;532.644
Todas las edades;Total;49 Zamora;1 de enero de 2021;169.165
Todas las edades;Total;49 Zamora;1 de enero de 2020;171.301
Todas las edades;Total;49 Zamora;1 de enero de 2019;173.318
Todas las edades;Total;49 Zamora;1 de enero de 2018;175.662
Todas las edades;Total;49 Zamora;1 de enero de 2017;178.243
Todas las edades;Total;49 Zamora;1 de enero de 2016;181.057
Todas las edades;Total;49 Zamora;1 de enero de 2015;183.885
Todas las edades;Total;49 Zamora;1 de enero de 2014;186.117
Todas las edades;Total;49 Zamora;1 de enero de 2013;188.878
Todas las edades;Total;49 Zamora;1 de enero de 2012;191.306
Todas las edades;Total;50 Zaragoza;1 de enero de 2021;973.684
Todas las edades;Total;50 Zaragoza;1 de enero de 2020;973.740
Todas las edades;Total;50 Zaragoza;1 de enero de 2019;965.673
Todas las edades;Total;50 Zaragoza;1 de enero de 2018;958.391
Todas las edades;Total;50 Zaragoza;1 de enero de 2017;959.338
Todas las edades;Total;50 Zaragoza;1 de enero de 2016;960.170
Todas las edades;Total;50 Zaragoza;1 de enero de 2015;965.052
Todas las edades;Total;50 Zaragoza;1 de enero de 2014;967.541
Todas las edades;Total;50 Zaragoza;1 de enero de 2013;971.807
Todas las edades;Total;50 Zaragoza;1 de enero de 2012;975.050
Todas las edades;Total;51 Ceuta;1 de enero de 2021;84.071
Todas las edades;Total;51 Ceuta;1 de enero de 2020;84.502
Todas las edades;Total;51 Ceuta;1 de enero de 2019;85.087
Todas las edades;Total;51 Ceuta;1 de enero de 2018;85.327
Todas las edades;Total;51 Ceuta;1 de enero de 2017;85.005
Todas las edades;Total;51 Ceuta;1 de enero de 2016;84.558
Todas las edades;Total;51 Ceuta;1 de enero de 2015;84.561
Todas las edades;Total;51 Ceuta;1 de enero de 2014;84.562
Todas las edades;Total;51 Ceuta;1 de enero de 2013;84.487
Todas las edades;Total;51 Ceuta;1 de enero de 2012;83.837
Todas las edades;Total;52 Melilla;1 de enero de 2021;86.450
Todas las edades;Total;52 Melilla;1 de enero de 2020;86.558
Todas las edades;Total;52 Melilla;1 de enero de 2019;86.373
Todas las edades;Total;52 Melilla;1 de enero de 2018;86.084
Todas las edades;Total;52 Melilla;1 de enero de 2017;85.918
Todas las edades;Total;52 Melilla;1 de enero de 2016;85.457
Todas las edades;Total;52 Melilla;1 de enero de 2015;85.009
Todas las edades;Total;52 Melilla;1 de enero de 2014;84.103
Todas las edades;Total;52 Melilla;1 de enero de 2013;83.669
Todas las edades;Total;52 Melilla;1 de enero de 2012;81.786
Todas las edades;Hombres;02 Albacete;1 de enero de 2021;193.487
Todas las edades;Hombres;02 Albacete;1 de enero de 2020;193.913
Todas las edades;Hombres;02 Albacete;1 de enero de 2019;193.806
Todas las edades;Hombres;02 Albacete;1 de enero de 2018;194.405
Todas las edades;Hombres;02 Albacete;1 de enero de 2017;195.065
Todas las edades;Hombres;02 Albacete;1 de enero de 2016;195.901
Todas las edades;Hombres;02 Albacete;1 de enero de 2015;196.954
Todas las edades;Hombres;02 Albacete;1 de enero de 2014;197.966
Todas las edades;Hombres;02 Albacete;1 de enero de 2013;199.610
Todas las edades;Hombres;02 Albacete;1 de enero de 2012;201.085
Todas las edades;Hombres;03 Alicante/Alacant;1 de enero de 2021;935.234
Todas las edades;Hombres;03 Alicante/Alacant;1 de enero de 2020;931.343
Todas las edades;Hombres;03 Alicante/Alacant;1 de enero de 2019;920.332
Todas las edades;Hombres;03 Alicante/Alacant;1 de enero de 2018;912.364
Todas las edades;Hombres;03 Alicante/Alacant;1 de enero de 2017;911.889
Todas las edades;Hombres;03 Alicante/Alacant;1 de enero de 2016;913.425
Todas las edades;Hombres;03 Alicante/Alacant;1 de enero de 2015;914.344
Todas las edades;Hombres;03 Alicante/Alacant;1 de enero de 2014;920.331
Todas las edades;Hombres;03 Alicante/Alacant;1 de enero de 2013;923.244
Todas las edades;Hombres;03 Alicante/Alacant;1 de enero de 2012;924.452
Todas las edades;Hombres;04 Almería;1 de enero de 2021;372.823
Todas las edades;Hombres;04 Almería;1 de enero de 2020;369.224
Todas las edades;Hombres;04 Almería;1 de enero de 2019;363.885
Todas las edades;Hombres;04 Almería;1 de enero de 2018;359.689
Todas las edades;Hombres;04 Almería;1 de enero de 2017;358.283
Todas las edades;Hombres;04 Almería;1 de enero de 2016;355.550
Todas las edades;Hombres;04 Almería;1 de enero de 2015;351.880
Todas las edades;Hombres;04 Almería;1 de enero de 2014;350.233
Todas las edades;Hombres;04 Almería;1 de enero de 2013;351.692
Todas las edades;Hombres;04 Almería;1 de enero de 2012;350.979
Todas las edades;Hombres;01 Araba/Álava;1 de enero de 2021;164.299
Todas las edades;Hombres;01 Araba/Álava;1 de enero de 2020;163.924
Todas las edades;Hombres;01 Araba/Álava;1 de enero de 2019;162.685
Todas las edades;Hombres;01 Araba/Álava;1 de enero de 2018;161.464
Todas las edades;Hombres;01 Araba/Álava;1 de enero de 2017;160.464
Todas las edades;Hombres;01 Araba/Álava;1 de enero de 2016;159.415
Todas las edades;Hombres;01 Araba/Álava;1 de enero de 2015;158.890
Todas las edades;Hombres;01 Araba/Álava;1 de enero de 2014;158.636
Todas las edades;Hombres;01 Araba/Álava;1 de enero de 2013;158.942
Todas las edades;Hombres;01 Araba/Álava;1 de enero de 2012;159.551
Todas las edades;Hombres;33 Asturias;1 de enero de 2021;483.186
Todas las edades;Hombres;33 Asturias;1 de enero de 2020;486.142
Todas las edades;Hombres;33 Asturias;1 de enero de 2019;487.926
Todas las edades;Hombres;33 Asturias;1 de enero de 2018;490.804
Todas las edades;Hombres;33 Asturias;1 de enero de 2017;493.967
Todas las edades;Hombres;33 Asturias;1 de enero de 2016;497.543
Todas las edades;Hombres;33 Asturias;1 de enero de 2015;502.026
Todas las edades;Hombres;33 Asturias;1 de enero de 2014;506.921
Todas las edades;Hombres;33 Asturias;1 de enero de 2013;511.725
Todas las edades;Hombres;33 Asturias;1 de enero de 2012;515.503
Todas las edades;Hombres;05 Ávila;1 de enero de 2021;79.884
Todas las edades;Hombres;05 Ávila;1 de enero de 2020;79.867
Todas las edades;Hombres;05 Ávila;1 de enero de 2019;80.095
Todas las edades;Hombres;05 Ávila;1 de enero de 2018;80.607
Todas las edades;Hombres;05 Ávila;1 de enero de 2017;81.528
Todas las edades;Hombres;05 Ávila;1 de enero de 2016;82.537
Todas las edades;Hombres;05 Ávila;1 de enero de 2015;83.617
Todas las edades;Hombres;05 Ávila;1 de enero de 2014;84.430
Todas las edades;Hombres;05 Ávila;1 de enero de 2013;85.504
Todas las edades;Hombres;05 Ávila;1 de enero de 2012;86.617
Todas las edades;Hombres;06 Badajoz;1 de enero de 2021;331.856
Todas las edades;Hombres;06 Badajoz;1 de enero de 2020;332.402
Todas las edades;Hombres;06 Badajoz;1 de enero de 2019;333.374
Todas las edades;Hombres;06 Badajoz;1 de enero de 2018;334.679
Todas las edades;Hombres;06 Badajoz;1 de enero de 2017;336.579
Todas las edades;Hombres;06 Badajoz;1 de enero de 2016;338.718
Todas las edades;Hombres;06 Badajoz;1 de enero de 2015;340.525
Todas las edades;Hombres;06 Badajoz;1 de enero de 2014;341.727
Todas las edades;Hombres;06 Badajoz;1 de enero de 2013;342.996
Todas las edades;Hombres;06 Badajoz;1 de enero de 2012;343.428
Todas las edades;Hombres;07 Balears, Illes;1 de enero de 2021;590.990
Todas las edades;Hombres;07 Balears, Illes;1 de enero de 2020;588.145
Todas las edades;Hombres;07 Balears, Illes;1 de enero de 2019;578.751
Todas las edades;Hombres;07 Balears, Illes;1 de enero de 2018;570.092
Todas las edades;Hombres;07 Balears, Illes;1 de enero de 2017;563.624
Todas las edades;Hombres;07 Balears, Illes;1 de enero de 2016;558.124
Todas las edades;Hombres;07 Balears, Illes;1 de enero de 2015;555.297
Todas las edades;Hombres;07 Balears, Illes;1 de enero de 2014;553.810
Todas las edades;Hombres;07 Balears, Illes;1 de enero de 2013;554.043
Todas las edades;Hombres;07 Balears, Illes;1 de enero de 2012;552.593
Todas las edades;Hombres;08 Barcelona;1 de enero de 2021;2.785.890
Todas las edades;Hombres;08 Barcelona;1 de enero de 2020;2.777.396
Todas las edades;Hombres;08 Barcelona;1 de enero de 2019;2.741.102
Todas las edades;Hombres;08 Barcelona;1 de enero de 2018;2.706.061
Todas las edades;Hombres;08 Barcelona;1 de enero de 2017;2.682.414
Todas las edades;Hombres;08 Barcelona;1 de enero de 2016;2.666.417
Todas las edades;Hombres;08 Barcelona;1 de enero de 2015;2.657.305
Todas las edades;Hombres;08 Barcelona;1 de enero de 2014;2.662.541
Todas las edades;Hombres;08 Barcelona;1 de enero de 2013;2.688.360
Todas las edades;Hombres;08 Barcelona;1 de enero de 2012;2.703.747
Todas las edades;Hombres;48 Bizkaia;1 de enero de 2021;557.190
Todas las edades;Hombres;48 Bizkaia;1 de enero de 2020;557.513
Todas las edades;Hombres;48 Bizkaia;1 de enero de 2019;553.909
Todas las edades;Hombres;48 Bizkaia;1 de enero de 2018;551.938
Todas las edades;Hombres;48 Bizkaia;1 de enero de 2017;550.727
Todas las edades;Hombres;48 Bizkaia;1 de enero de 2016;550.339
Todas las edades;Hombres;48 Bizkaia;1 de enero de 2015;550.847
Todas las edades;Hombres;48 Bizkaia;1 de enero de 2014;551.942
Todas las edades;Hombres;48 Bizkaia;1 de enero de 2013;556.029
Todas las edades;Hombres;48 Bizkaia;1 de enero de 2012;559.733
Todas las edades;Hombres;09 Burgos;1 de enero de 2021;178.040
Todas las edades;Hombres;09 Burgos;1 de enero de 2020;178.589
Todas las edades;Hombres;09 Burgos;1 de enero de 2019;178.450
Todas las edades;Hombres;09 Burgos;1 de enero de 2018;178.882
Todas las edades;Hombres;09 Burgos;1 de enero de 2017;179.586
Todas las edades;Hombres;09 Burgos;1 de enero de 2016;180.766
Todas las edades;Hombres;09 Burgos;1 de enero de 2015;182.465
Todas las edades;Hombres;09 Burgos;1 de enero de 2014;183.831
Todas las edades;Hombres;09 Burgos;1 de enero de 2013;185.851
Todas las edades;Hombres;09 Burgos;1 de enero de 2012;188.155
Todas las edades;Hombres;10 Cáceres;1 de enero de 2021;193.987
Todas las edades;Hombres;10 Cáceres;1 de enero de 2020;195.325
Todas las edades;Hombres;10 Cáceres;1 de enero de 2019;196.275
Todas las edades;Hombres;10 Cáceres;1 de enero de 2018;197.613
Todas las edades;Hombres;10 Cáceres;1 de enero de 2017;199.287
Todas las edades;Hombres;10 Cáceres;1 de enero de 2016;201.008
Todas las edades;Hombres;10 Cáceres;1 de enero de 2015;202.513
Todas las edades;Hombres;10 Cáceres;1 de enero de 2014;203.688
Todas las edades;Hombres;10 Cáceres;1 de enero de 2013;204.817
Todas las edades;Hombres;10 Cáceres;1 de enero de 2012;206.095
Todas las edades;Hombres;11 Cádiz;1 de enero de 2021;616.595
Todas las edades;Hombres;11 Cádiz;1 de enero de 2020;616.067
Todas las edades;Hombres;11 Cádiz;1 de enero de 2019;614.651
Todas las edades;Hombres;11 Cádiz;1 de enero de 2018;615.670
Todas las edades;Hombres;11 Cádiz;1 de enero de 2017;616.604
Todas las edades;Hombres;11 Cádiz;1 de enero de 2016;617.530
Todas las edades;Hombres;11 Cádiz;1 de enero de 2015;618.625
Todas las edades;Hombres;11 Cádiz;1 de enero de 2014;619.175
Todas las edades;Hombres;11 Cádiz;1 de enero de 2013;620.255
Todas las edades;Hombres;11 Cádiz;1 de enero de 2012;620.463
Todas las edades;Hombres;39 Cantabria;1 de enero de 2021;283.854
Todas las edades;Hombres;39 Cantabria;1 de enero de 2020;283.117
Todas las edades;Hombres;39 Cantabria;1 de enero de 2019;282.808
Todas las edades;Hombres;39 Cantabria;1 de enero de 2018;282.991
Todas las edades;Hombres;39 Cantabria;1 de enero de 2017;283.310
Todas las edades;Hombres;39 Cantabria;1 de enero de 2016;284.039
Todas las edades;Hombres;39 Cantabria;1 de enero de 2015;285.739
Todas las edades;Hombres;39 Cantabria;1 de enero de 2014;287.118
Todas las edades;Hombres;39 Cantabria;1 de enero de 2013;288.490
Todas las edades;Hombres;39 Cantabria;1 de enero de 2012;290.133
Todas las edades;Hombres;12 Castellón/Castelló;1 de enero de 2021;291.857
Todas las edades;Hombres;12 Castellón/Castelló;1 de enero de 2020;290.217
Todas las edades;Hombres;12 Castellón/Castelló;1 de enero de 2019;288.052
Todas las edades;Hombres;12 Castellón/Castelló;1 de enero de 2018;286.385
Todas las edades;Hombres;12 Castellón/Castelló;1 de enero de 2017;285.975
Todas las edades;Hombres;12 Castellón/Castelló;1 de enero de 2016;286.315
Todas las edades;Hombres;12 Castellón/Castelló;1 de enero de 2015;287.653
Todas las edades;Hombres;12 Castellón/Castelló;1 de enero de 2014;289.323
Todas las edades;Hombres;12 Castellón/Castelló;1 de enero de 2013;293.197
Todas las edades;Hombres;12 Castellón/Castelló;1 de enero de 2012;297.669
Todas las edades;Hombres;13 Ciudad Real;1 de enero de 2021;244.112
Todas las edades;Hombres;13 Ciudad Real;1 de enero de 2020;244.993
Todas las edades;Hombres;13 Ciudad Real;1 de enero de 2019;245.314
Todas las edades;Hombres;13 Ciudad Real;1 de enero de 2018;247.163
Todas las edades;Hombres;13 Ciudad Real;1 de enero de 2017;249.943
Todas las edades;Hombres;13 Ciudad Real;1 de enero de 2016;252.399
Todas las edades;Hombres;13 Ciudad Real;1 de enero de 2015;255.412
Todas las edades;Hombres;13 Ciudad Real;1 de enero de 2014;257.524
Todas las edades;Hombres;13 Ciudad Real;1 de enero de 2013;260.099
Todas las edades;Hombres;13 Ciudad Real;1 de enero de 2012;262.148
Todas las edades;Hombres;14 Córdoba;1 de enero de 2021;380.859
Todas las edades;Hombres;14 Córdoba;1 de enero de 2020;382.636
Todas las edades;Hombres;14 Córdoba;1 de enero de 2019;382.942
Todas las edades;Hombres;14 Córdoba;1 de enero de 2018;384.813
Todas las edades;Hombres;14 Córdoba;1 de enero de 2017;386.664
Todas las edades;Hombres;14 Córdoba;1 de enero de 2016;388.195
Todas las edades;Hombres;14 Córdoba;1 de enero de 2015;390.068
Todas las edades;Hombres;14 Córdoba;1 de enero de 2014;391.412
Todas las edades;Hombres;14 Córdoba;1 de enero de 2013;393.021
Todas las edades;Hombres;14 Córdoba;1 de enero de 2012;394.505
Todas las edades;Hombres;15 Coruña, A;1 de enero de 2021;537.361
Todas las edades;Hombres;15 Coruña, A;1 de enero de 2020;538.153
Todas las edades;Hombres;15 Coruña, A;1 de enero de 2019;537.547
Todas las edades;Hombres;15 Coruña, A;1 de enero de 2018;537.648
Todas las edades;Hombres;15 Coruña, A;1 de enero de 2017;538.051
Todas las edades;Hombres;15 Coruña, A;1 de enero de 2016;539.747
Todas las edades;Hombres;15 Coruña, A;1 de enero de 2015;542.371
Todas las edades;Hombres;15 Coruña, A;1 de enero de 2014;544.901
Todas las edades;Hombres;15 Coruña, A;1 de enero de 2013;547.666
Todas las edades;Hombres;15 Coruña, A;1 de enero de 2012;549.265
Todas las edades;Hombres;16 Cuenca;1 de enero de 2021;98.748
Todas las edades;Hombres;16 Cuenca;1 de enero de 2020;99.329
Todas las edades;Hombres;16 Cuenca;1 de enero de 2019;99.419
Todas las edades;Hombres;16 Cuenca;1 de enero de 2018;100.173
Todas las edades;Hombres;16 Cuenca;1 de enero de 2017;101.107
Todas las edades;Hombres;16 Cuenca;1 de enero de 2016;102.444
Todas las edades;Hombres;16 Cuenca;1 de enero de 2015;103.960
Todas las edades;Hombres;16 Cuenca;1 de enero de 2014;105.239
Todas las edades;Hombres;16 Cuenca;1 de enero de 2013;107.103
Todas las edades;Hombres;16 Cuenca;1 de enero de 2012;108.781
Todas las edades;Hombres;20 Gipuzkoa;1 de enero de 2021;354.493
Todas las edades;Hombres;20 Gipuzkoa;1 de enero de 2020;353.732
Todas las edades;Hombres;20 Gipuzkoa;1 de enero de 2019;351.317
Todas las edades;Hombres;20 Gipuzkoa;1 de enero de 2018;349.174
Todas las edades;Hombres;20 Gipuzkoa;1 de enero de 2017;347.903
Todas las edades;Hombres;20 Gipuzkoa;1 de enero de 2016;347.295
Todas las edades;Hombres;20 Gipuzkoa;1 de enero de 2015;346.758
Todas las edades;Hombres;20 Gipuzkoa;1 de enero de 2014;346.341
Todas las edades;Hombres;20 Gipuzkoa;1 de enero de 2013;346.860
Todas las edades;Hombres;20 Gipuzkoa;1 de enero de 2012;346.871
Todas las edades;Hombres;17 Girona;1 de enero de 2021;393.369
Todas las edades;Hombres;17 Girona;1 de enero de 2020;388.901
Todas las edades;Hombres;17 Girona;1 de enero de 2019;382.938
Todas las edades;Hombres;17 Girona;1 de enero de 2018;378.366
Todas las edades;Hombres;17 Girona;1 de enero de 2017;375.447
Todas las edades;Hombres;17 Girona;1 de enero de 2016;373.263
Todas las edades;Hombres;17 Girona;1 de enero de 2015;372.416
Todas las edades;Hombres;17 Girona;1 de enero de 2014;373.920
Todas las edades;Hombres;17 Girona;1 de enero de 2013;377.132
Todas las edades;Hombres;17 Girona;1 de enero de 2012;378.879
Todas las edades;Hombres;18 Granada;1 de enero de 2021;456.393
Todas las edades;Hombres;18 Granada;1 de enero de 2020;455.015
Todas las edades;Hombres;18 Granada;1 de enero de 2019;452.882
Todas las edades;Hombres;18 Granada;1 de enero de 2018;452.443
Todas las edades;Hombres;18 Granada;1 de enero de 2017;452.594
Todas las edades;Hombres;18 Granada;1 de enero de 2016;453.281
Todas las edades;Hombres;18 Granada;1 de enero de 2015;454.277
Todas las edades;Hombres;18 Granada;1 de enero de 2014;455.722
Todas las edades;Hombres;18 Granada;1 de enero de 2013;457.350
Todas las edades;Hombres;18 Granada;1 de enero de 2012;458.053
Todas las edades;Hombres;19 Guadalajara;1 de enero de 2021;134.874
Todas las edades;Hombres;19 Guadalajara;1 de enero de 2020;133.338
Todas las edades;Hombres;19 Guadalajara;1 de enero de 2019;131.445
Todas las edades;Hombres;19 Guadalajara;1 de enero de 2018;129.955
Todas las edades;Hombres;19 Guadalajara;1 de enero de 2017;129.488
Todas las edades;Hombres;19 Guadalajara;1 de enero de 2016;129.167
Todas las edades;Hombres;19 Guadalajara;1 de enero de 2015;129.547
Todas las edades;Hombres;19 Guadalajara;1 de enero de 2014;130.083
Todas las edades;Hombres;19 Guadalajara;1 de enero de 2013;131.393
Todas las edades;Hombres;19 Guadalajara;1 de enero de 2012;132.200
Todas las edades;Hombres;21 Huelva;1 de enero de 2021;261.186
Todas las edades;Hombres;21 Huelva;1 de enero de 2020;260.101
Todas las edades;Hombres;21 Huelva;1 de enero de 2019;258.731
Todas las edades;Hombres;21 Huelva;1 de enero de 2018;258.116
Todas las edades;Hombres;21 Huelva;1 de enero de 2017;257.798
Todas las edades;Hombres;21 Huelva;1 de enero de 2016;258.088
Todas las edades;Hombres;21 Huelva;1 de enero de 2015;258.349
Todas las edades;Hombres;21 Huelva;1 de enero de 2014;258.205
Todas las edades;Hombres;21 Huelva;1 de enero de 2013;258.223
Todas las edades;Hombres;21 Huelva;1 de enero de 2012;257.850
Todas las edades;Hombres;22 Huesca;1 de enero de 2021;113.456
Todas las edades;Hombres;22 Huesca;1 de enero de 2020;112.658
Todas las edades;Hombres;22 Huesca;1 de enero de 2019;111.637
Todas las edades;Hombres;22 Huesca;1 de enero de 2018;111.504
Todas las edades;Hombres;22 Huesca;1 de enero de 2017;111.632
Todas las edades;Hombres;22 Huesca;1 de enero de 2016;112.016
Todas las edades;Hombres;22 Huesca;1 de enero de 2015;112.722
Todas las edades;Hombres;22 Huesca;1 de enero de 2014;113.391
Todas las edades;Hombres;22 Huesca;1 de enero de 2013;114.082
Todas las edades;Hombres;22 Huesca;1 de enero de 2012;114.693
Todas las edades;Hombres;23 Jaén;1 de enero de 2021;310.930
Todas las edades;Hombres;23 Jaén;1 de enero de 2020;312.467
Todas las edades;Hombres;23 Jaén;1 de enero de 2019;313.901
Todas las edades;Hombres;23 Jaén;1 de enero de 2018;316.153
Todas las edades;Hombres;23 Jaén;1 de enero de 2017;318.853
Todas las edades;Hombres;23 Jaén;1 de enero de 2016;321.195
Todas las edades;Hombres;23 Jaén;1 de enero de 2015;323.983
Todas las edades;Hombres;23 Jaén;1 de enero de 2014;326.071
Todas las edades;Hombres;23 Jaén;1 de enero de 2013;329.817
Todas las edades;Hombres;23 Jaén;1 de enero de 2012;333.760
Todas las edades;Hombres;24 León;1 de enero de 2021;220.034
Todas las edades;Hombres;24 León;1 de enero de 2020;222.222
Todas las edades;Hombres;24 León;1 de enero de 2019;224.133
Todas las edades;Hombres;24 León;1 de enero de 2018;226.235
